query_category,observed_market_region_codes,current_company,proposed_company,proposed_ownership_resolution_status,product_count
cereals,FRANCE|DACH|SOUTHERN_EUROPE,Mars,Mars,market_scoped,1
dairies,BENELUX|FRANCE,PepsiCo,PepsiCo,direct,1
dairies,BENELUX|FRANCE|DACH,Arla,Arla,direct,1
dairies,BENELUX|FRANCE|DACH,General Mills,General Mills,market_scoped,1
beverages,FRANCE|UK_IE,Belle France,Belle France,direct,1
snacks,FRANCE|US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,1
snacks,FRANCE|US_CANADA,Mondelēz International,Other / not mapped to a company,unresolved,1
snacks,FRANCE|UK_IE|SOUTHERN_EUROPE,Post Holdings,Post Holdings,direct,1
snacks,FRANCE|UK_IE|SOUTHERN_EUROPE,pladis,pladis,direct,1
snacks,FRANCE|UK_IE|SOUTHERN_EUROPE|US_CANADA,Manual review / complex ownership,Manual review / complex ownership,manual_review,1
snacks,FRANCE|UK_IE|US_CANADA,Ferrero,Ferrero,direct,1
snacks,FRANCE|UK_IE|US_CANADA,Lotus Bakeries,Lotus Bakeries,direct,1
snacks,FRANCE|UK_IE|US_CANADA,Mondelēz International,Other / not mapped to a company,unresolved,1
snacks,FRANCE|UK_IE|US_CANADA,The Hershey Company,The Hershey Company,direct,1
snacks,FRANCE|UK_IE|US_CANADA,Trader Joe's,Marks & Spencer,direct,1
snacks,FRANCE|UK_IE|US_CANADA,Trader Joe's,Trader Joe's,direct,1
snacks,FRANCE|UK_IE|US_CANADA,pladis,pladis,direct,1
snacks,FRANCE|US_CANADA,Andros,Andros,direct,1
snacks,FRANCE|US_CANADA,General Mills,Other / not mapped to a company,unresolved,1
snacks,FRANCE|UK_IE,Savencia,Savencia,direct,1
beverages,FRANCE|SOUTHERN_EUROPE|UK_IE|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
beverages,FRANCE|SOUTHERN_EUROPE|US_CANADA,Carrefour,Carrefour,direct,1
beverages,FRANCE|SOUTHERN_EUROPE|US_CANADA,Manual review / complex ownership,Manual review / complex ownership,manual_review,1
beverages,FRANCE|SOUTHERN_EUROPE|US_CANADA,Nestlé,Nestlé,direct,1
beverages,FRANCE|UK_IE,Aldi,Aldi,direct,1
beverages,FRANCE|UK_IE,Associated British Foods,Associated British Foods,market_scoped,1
dairies,BENELUX|FRANCE|DACH,Les Mousquetaires / Intermarché,Les Mousquetaires / Intermarché,direct,1
dairies,BENELUX|FRANCE|DACH,Mondelēz International,Mondelēz International,direct,1
dairies,BENELUX|FRANCE|DACH,Other / not mapped to a company,Lidl,direct,1
dairies,BENELUX|FRANCE,Intermarché,Intermarché,direct,1
dairies,BENELUX|FRANCE,Kraft Heinz,Mondelēz International,direct,1
dairies,BENELUX|FRANCE,Leader Price,Leader Price,direct,1
dairies,BENELUX|FRANCE,Les Mousquetaires / Intermarché,Les Mousquetaires / Intermarché,direct,1
dairies,BENELUX|FRANCE,Nestlé,Nestlé,market_scoped,1
beverages,FRANCE|BENELUX,Léa Nature,Léa Nature,direct,1
cereals,FRANCE|DACH,Other / not mapped to a company,PepsiCo,direct,1
cereals,FRANCE|DACH|US_CANADA,Manual review / complex ownership,Manual review / complex ownership,manual_review,1
cereals,FRANCE|DACH|US_CANADA,Mondelēz International,Mondelēz International,direct,1
snacks,NORDICS|FRANCE,Nestlé,Nestlé,market_scoped,1
snacks,NORDICS|FRANCE|BENELUX|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
snacks,NORDICS|FRANCE|BENELUX|SOUTHERN_EUROPE|UK_IE,Lindt & Sprüngli,Lindt & Sprüngli,direct,1
snacks,NORDICS|FRANCE|DACH,Ferrero,Ferrero,direct,1
snacks,FRANCE|US_CANADA,Nestlé,Manual review / complex ownership,manual_review,1
snacks,FRANCE|US_CANADA,Ocean Spray,Ocean Spray,direct,1
snacks,FRANCE|US_CANADA,Other / not mapped to a company,Ferrero,direct,1
snacks,FRANCE|US_CANADA,Other / not mapped to a company,Lindt & Sprüngli,direct,1
snacks,FRANCE|US_CANADA,Other / not mapped to a company,PepsiCo,direct,1
snacks,FRANCE|US_CANADA,Other / not mapped to a company,The Hershey Company,direct,1
snacks,FRANCE|US_CANADA,Perfetti Van Melle,Perfetti Van Melle,direct,1
snacks,FRANCE|US_CANADA,St Michel,St Michel,direct,1
snacks,FRANCE|US_CANADA,The Hershey Company,Other / not mapped to a company,unresolved,1
beverages,FRANCE|SOUTHERN_EUROPE|UK_IE,Tesco,Tesco,direct,1
beverages,FRANCE|SOUTHERN_EUROPE|UK_IE,PepsiCo,PepsiCo,market_scoped,1
snacks,NORDICS|FRANCE|DACH,Mars,Other / not mapped to a company,unresolved,1
snacks,NORDICS|DACH|SOUTHERN_EUROPE|UK_IE,Lindt & Sprüngli,Lindt & Sprüngli,direct,1
snacks,NORDICS|DACH|SOUTHERN_EUROPE|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
snacks,NORDICS|DACH|UK_IE,Lindt & Sprüngli,Lindt & Sprüngli,direct,1
snacks,NORDICS|DACH|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
snacks,NORDICS|FRANCE,Coop,Coop,direct,1
snacks,NORDICS|FRANCE,Mars,Other / not mapped to a company,unresolved,1
cereals,FRANCE|DACH,PepsiCo,PepsiCo,direct,1
cereals,FRANCE|DACH,Post Holdings,Post Holdings,direct,1
cereals,FRANCE|DACH,Priméal,Priméal,direct,1
cereals,FRANCE|DACH|BENELUX|SOUTHERN_EUROPE,Nestlé,Nestlé,direct,1
cereals,FRANCE|DACH|SOUTHERN_EUROPE|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
cereals,FRANCE|DACH|SOUTHERN_EUROPE|US_CANADA,PepsiCo,PepsiCo,direct,1
cereals,FRANCE|DACH|UK_IE,Post Holdings,Post Holdings,direct,1
cereals,FRANCE|DACH|UK_IE,Sainsbury's,Sainsbury's,direct,1
cereals,US_CANADA|UK_IE,PepsiCo,PepsiCo,direct,1
dairies,BENELUX|DACH|SOUTHERN_EUROPE|UK_IE,Flora Food Group,Flora Food Group,direct,1
snacks,NORDICS|FRANCE|DACH|UK_IE|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
snacks,NORDICS|FRANCE|DACH|US_CANADA,St Michel,St Michel,direct,1
snacks,NORDICS|FRANCE|SOUTHERN_EUROPE,Mars,Mars,direct,1
snacks,NORDICS|FRANCE|SOUTHERN_EUROPE,Nestlé,Nestlé,direct,1
snacks,NORDICS|FRANCE|DACH,Lindt & Sprüngli,Lindt & Sprüngli,direct,1
beverages,FRANCE|SOUTHERN_EUROPE|DACH|UK_IE,The Coca-Cola Company,The Coca-Cola Company,direct,1
beverages,FRANCE|SOUTHERN_EUROPE|NORDICS,Danone,Danone,direct,1
beverages,FRANCE|SOUTHERN_EUROPE|NORDICS|DACH|UK_IE,Danone,Danone,direct,1
beverages,FRANCE|SOUTHERN_EUROPE|NORDICS|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
beverages,FRANCE|SOUTHERN_EUROPE|UK_IE,Carrefour,Carrefour,direct,1
beverages,FRANCE|SOUTHERN_EUROPE|UK_IE,Danone,Danone,direct,1
beverages,FRANCE|SOUTHERN_EUROPE|UK_IE,LIPTON Teas and Infusions / Ekaterra,LIPTON Teas and Infusions / Ekaterra,recently_sold_or_spun_off,1
beverages,FRANCE|SOUTHERN_EUROPE|UK_IE,Leader Price,Leader Price,direct,1
beverages,FRANCE|SOUTHERN_EUROPE|UK_IE,Mondelēz International,Mondelēz International,market_scoped,1
snacks,NORDICS|FRANCE|DACH|BENELUX|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
snacks,NORDICS|FRANCE|DACH|SOUTHERN_EUROPE,Ferrero,Ferrero,direct,1
snacks,NORDICS|FRANCE|DACH|SOUTHERN_EUROPE|BENELUX|UK_IE,Other / not mapped to a company,Lidl,direct,1
snacks,NORDICS|FRANCE|DACH|SOUTHERN_EUROPE|UK_IE|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
snacks,NORDICS|FRANCE|DACH|UK_IE,Lindt & Sprüngli,Lindt & Sprüngli,direct,1
cereals,FRANCE|DACH|US_CANADA,PepsiCo,PepsiCo,direct,1
cereals,FRANCE|NORDICS,Aldi,Aldi,direct,1
cereals,FRANCE|NORDICS,Nestlé,Nestlé,direct,1
dairies,BENELUX|FRANCE,Flora Food Group,Flora Food Group,direct,1
cereals,US_CANADA|FRANCE|SOUTHERN_EUROPE|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
beverages,FRANCE,Nestlé,Nestlé,market_scoped,1
beverages,FRANCE,Netto,Other / not mapped to a company,unresolved,1
beverages,FRANCE,Other / not mapped to a company,Capri Sun Group / Coca-Cola Europacific Partners,market_scoped,1
beverages,FRANCE,Other / not mapped to a company,Flora Food Group,direct,1
beverages,FRANCE,Other / not mapped to a company,General Mills,direct,1
beverages,FRANCE,Other / not mapped to a company,Lactalis,direct,1
snacks,SOUTHERN_EUROPE|UK_IE,Asda,Asda,direct,1
snacks,SOUTHERN_EUROPE|UK_IE,General Mills,General Mills,direct,1
snacks,SOUTHERN_EUROPE|UK_IE,Haribo,Haribo,direct,1
snacks,NORDICS|FRANCE|SOUTHERN_EUROPE|DACH,Mars,Mars,direct,1
snacks,NORDICS|FRANCE|SOUTHERN_EUROPE|DACH,Mondelēz International,Mondelēz International,direct,1
snacks,NORDICS|FRANCE|SOUTHERN_EUROPE|DACH|UK_IE,Lindt & Sprüngli,Lindt & Sprüngli,direct,1
snacks,NORDICS|FRANCE|SOUTHERN_EUROPE|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
snacks,NORDICS|FRANCE|UK_IE,Lindt & Sprüngli,Lindt & Sprüngli,direct,1
snacks,NORDICS|FRANCE|UK_IE,Lotus Bakeries,Lotus Bakeries,direct,1
snacks,NORDICS|FRANCE|UK_IE,Mars,Mars,direct,1
snacks,NORDICS|FRANCE|UK_IE|BENELUX|US_CANADA,Mondelēz International,Mondelēz International,direct,1
snacks,NORDICS|FRANCE|US_CANADA,Mondelēz International,Mondelēz International,direct,1
snacks,NORDICS|SOUTHERN_EUROPE|UK_IE,Mars,Mars,direct,1
snacks,NORDICS|UK_IE,Froneri,Froneri,direct,1
snacks,NORDICS|UK_IE,Huel,Huel,direct,1
snacks,NORDICS|FRANCE|DACH|BENELUX,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
cereals,US_CANADA,Tesco,Tesco,direct,1
snacks,SOUTHERN_EUROPE|UK_IE,Waitrose,Waitrose,direct,1
snacks,SOUTHERN_EUROPE|US_CANADA,Associated Wholesale Grocers,Associated Wholesale Grocers,direct,1
snacks,SOUTHERN_EUROPE|US_CANADA,Carrefour,Carrefour,direct,1
snacks,SOUTHERN_EUROPE|US_CANADA,Dia,Dia,direct,1
snacks,SOUTHERN_EUROPE|US_CANADA,Ferrero,Ferrero,direct,1
snacks,NORDICS|UK_IE,Mondelēz International,Mondelēz International,direct,1
snacks,NORDICS|UK_IE,Other / not mapped to a company,Lidl,direct,1
snacks,NORDICS|UK_IE|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
snacks,NORDICS|US_CANADA,Mars,Other / not mapped to a company,unresolved,1
snacks,NORDICS|US_CANADA,Other / not mapped to a company,Manual review / complex ownership,manual_review,1
snacks,NORDICS|US_CANADA,Other / not mapped to a company,pladis,direct,1
snacks,SOUTHERN_EUROPE|DACH|UK_IE,Lindt & Sprüngli,Other / not mapped to a company,unresolved,1
snacks,SOUTHERN_EUROPE|DACH|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
snacks,SOUTHERN_EUROPE|DACH|US_CANADA,PepsiCo,PepsiCo,direct,1
snacks,SOUTHERN_EUROPE|UK_IE,Aldi,Aldi,direct,1
beverages,FRANCE|SOUTHERN_EUROPE|DACH,Suntory Beverage & Food,Suntory Beverage & Food,market_scoped,1
beverages,FRANCE|SOUTHERN_EUROPE|DACH,The Coca-Cola Company,Nestlé,direct,1
snacks,SOUTHERN_EUROPE|UK_IE,Lindt & Sprüngli,Other / not mapped to a company,unresolved,1
snacks,SOUTHERN_EUROPE|UK_IE,Lotus Bakeries,Lotus Bakeries,direct,1
snacks,SOUTHERN_EUROPE|UK_IE,Mars,Mars,direct,1
snacks,SOUTHERN_EUROPE|UK_IE,Mondelēz International,Mondelēz International,direct,1
snacks,SOUTHERN_EUROPE|UK_IE,Morrisons,Morrisons,direct,1
dairies,BENELUX|DACH|UK_IE,Other / not mapped to a company,Bel Group,direct,1
dairies,BENELUX|DACH|US_CANADA,FrieslandCampina,FrieslandCampina,direct,1
dairies,BENELUX|DACH|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
cereals,FRANCE|SOUTHERN_EUROPE,Intermarché,Intermarché,direct,1
cereals,FRANCE|SOUTHERN_EUROPE,Mars,Other / not mapped to a company,unresolved,1
cereals,FRANCE|SOUTHERN_EUROPE,Mondelēz International,Mondelēz International,direct,1
cereals,US_CANADA,Other / not mapped to a company,General Mills,direct,1
cereals,US_CANADA,Other / not mapped to a company,General Mills,market_scoped,1
cereals,US_CANADA,Sainsbury's,Sainsbury's,direct,1
beverages,FRANCE|SOUTHERN_EUROPE|BENELUX|NORDICS|DACH|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
beverages,FRANCE|SOUTHERN_EUROPE|BENELUX|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
beverages,FRANCE|SOUTHERN_EUROPE|BENELUX|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
cereals,US_CANADA|FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,1
cereals,US_CANADA|FRANCE,Other / not mapped to a company,PepsiCo,direct,1
cereals,US_CANADA|FRANCE,Post Holdings,Post Holdings,direct,1
cereals,US_CANADA|FRANCE|DACH,Manual review / complex ownership,Manual review / complex ownership,manual_review,1
beverages,FRANCE,Priméal,Priméal,direct,1
cereals,US_CANADA,Lotus Bakeries,Lotus Bakeries,direct,1
cereals,US_CANADA,Manual review / complex ownership,Manual review / complex ownership,manual_review,1
cereals,US_CANADA,Other / not mapped to a company,Ferrero,direct,1
cereals,FRANCE|NORDICS,Nestlé,Other / not mapped to a company,unresolved,1
beverages,FRANCE|SOUTHERN_EUROPE|DACH,Manual review / complex ownership,Manual review / complex ownership,manual_review,1
beverages,FRANCE|SOUTHERN_EUROPE|DACH,Other / not mapped to a company,Nestlé,direct,1
beverages,FRANCE|SOUTHERN_EUROPE|DACH,Other / not mapped to a company,The Coca-Cola Company,direct,1
beverages,FRANCE|SOUTHERN_EUROPE|DACH,PepsiCo,PepsiCo,direct,1
cereals,FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,PepsiCo,direct,1
cereals,FRANCE|SOUTHERN_EUROPE|BENELUX|DACH,Mars,Mars,market_scoped,1
snacks,UK_IE,Marks & Spencer,pladis,direct,1
snacks,UK_IE,Netto,Netto,direct,1
snacks,SOUTHERN_EUROPE|US_CANADA,Other / not mapped to a company,Mondelēz International,direct,1
beverages,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE,Other / not mapped to a company,Nestlé,direct,1
beverages,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE|NORDICS,The Coca-Cola Company,The Coca-Cola Company,direct,1
beverages,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE|NORDICS|UK_IE,Danone,Danone,direct,1
beverages,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE|UK_IE,Danone,Danone,direct,1
beverages,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE|UK_IE,The Coca-Cola Company,The Coca-Cola Company,direct,1
beverages,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE|UK_IE|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
beverages,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE|UK_IE|US_CANADA,The Coca-Cola Company,The Coca-Cola Company,direct,1
beverages,BENELUX|FRANCE|DACH|UK_IE,Ecotone,Ecotone,direct,1
snacks,SOUTHERN_EUROPE|US_CANADA,The Hershey Company,The Hershey Company,direct,1
snacks,SOUTHERN_EUROPE|US_CANADA,Lidl,Lidl,direct,1
beverages,FRANCE|DACH|SOUTHERN_EUROPE|US_CANADA,Nestlé,Nestlé,direct,1
snacks,SOUTHERN_EUROPE|US_CANADA,pladis,pladis,direct,1
snacks,UK_IE,Ahold Delhaize,Ahold Delhaize,direct,1
snacks,UK_IE,Ahold Delhaize,Other / not mapped to a company,unresolved,1
snacks,UK_IE,Carrefour,Carrefour,direct,1
snacks,UK_IE,FrieslandCampina,FrieslandCampina,direct,1
snacks,UK_IE,Froneri,Froneri,direct,1
snacks,UK_IE,Haribo,Other / not mapped to a company,unresolved,1
snacks,UK_IE,Kraft Heinz,Kraft Heinz,direct,1
cereals,FRANCE|SOUTHERN_EUROPE,Coop,Coop,direct,1
cereals,FRANCE|SOUTHERN_EUROPE,Ecotone,Ecotone,direct,1
cereals,FRANCE|SOUTHERN_EUROPE,Hema,Hema,direct,1
cereals,US_CANADA,Chobani,Chobani,direct,1
beverages,FRANCE,Other / not mapped to a company,The Hershey Company,direct,1
cereals,FRANCE|SOUTHERN_EUROPE,Nestlé,Other / not mapped to a company,unresolved,1
cereals,FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,Carrefour,direct,1
cereals,FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,Mars,market_scoped,1
beverages,BENELUX|FRANCE|DACH,Unilever Foods,Unilever Foods,direct,1
beverages,BENELUX|FRANCE|DACH|NORDICS,Lidl,Lidl,direct,1
beverages,BENELUX|FRANCE|DACH|NORDICS|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
snacks,UK_IE,St Michel,St Michel,direct,1
snacks,UK_IE,Other / not mapped to a company,Lotus Bakeries,direct,1
beverages,FRANCE|SOUTHERN_EUROPE,PepsiCo,PepsiCo,market_scoped,1
beverages,FRANCE|DACH|SOUTHERN_EUROPE,Lindt & Sprüngli,Lindt & Sprüngli,direct,1
beverages,FRANCE|DACH|SOUTHERN_EUROPE,Manual review / complex ownership,Manual review / complex ownership,manual_review,1
beverages,FRANCE|DACH|SOUTHERN_EUROPE,PepsiCo,PepsiCo,direct,1
beverages,FRANCE|DACH|SOUTHERN_EUROPE,Suntory Beverage & Food,Suntory Beverage & Food,market_scoped,1
beverages,FRANCE|DACH|SOUTHERN_EUROPE|BENELUX,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
beverages,FRANCE|DACH|SOUTHERN_EUROPE|BENELUX|NORDICS|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
beverages,FRANCE|DACH|SOUTHERN_EUROPE|UK_IE,Lidl,Lidl,direct,1
snacks,UK_IE,Other / not mapped to a company,Marks & Spencer,direct,1
snacks,UK_IE,Other / not mapped to a company,Mars,direct,1
snacks,SOUTHERN_EUROPE|US_CANADA,Walmart / Great Value,Walmart / Great Value,direct,1
snacks,UK_IE,Other / not mapped to a company,Nestlé,direct,1
beverages,BENELUX|FRANCE|DACH,Other / not mapped to a company,Danone,direct,1
beverages,BENELUX|FRANCE|DACH,Other / not mapped to a company,Nestlé,direct,1
beverages,BENELUX|FRANCE|DACH,Other / not mapped to a company,The Coca-Cola Company,direct,1
beverages,BENELUX|FRANCE|DACH,Other / not mapped to a company,Tropicana Brands Group,direct,1
cereals,FRANCE|SOUTHERN_EUROPE|DACH,Auchan,Auchan,direct,1
cereals,FRANCE|SOUTHERN_EUROPE|DACH,PepsiCo,PepsiCo,direct,1
cereals,FRANCE|SOUTHERN_EUROPE|DACH,Post Holdings,Post Holdings,direct,1
cereals,FRANCE|SOUTHERN_EUROPE|DACH|UK_IE,Mars,Mars,market_scoped,1
cereals,FRANCE|SOUTHERN_EUROPE|DACH|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
cereals,FRANCE|SOUTHERN_EUROPE|UK_IE,Dia,Dia,direct,1
cereals,FRANCE|SOUTHERN_EUROPE|UK_IE,Sainsbury's,Sainsbury's,direct,1
cereals,FRANCE|SOUTHERN_EUROPE|US_CANADA,General Mills,General Mills,direct,1
cereals,FRANCE|SOUTHERN_EUROPE|US_CANADA,PepsiCo,PepsiCo,direct,1
cereals,FRANCE|SOUTHERN_EUROPE|US_CANADA,Trader Joe's,Trader Joe's,direct,1
cereals,FRANCE|UK_IE,Cereal Partners Worldwide,Cereal Partners Worldwide,market_scoped,1
snacks,UK_IE|US_CANADA,Trader Joe's,Trader Joe's,direct,1
snacks,UK_IE,The Coca-Cola Company,The Coca-Cola Company,direct,1
snacks,UK_IE,Tipiak,Tipiak,direct,1
beverages,FRANCE|SOUTHERN_EUROPE,Léa Nature,Léa Nature,direct,1
beverages,FRANCE|SOUTHERN_EUROPE,Manual review / complex ownership,Nestlé,direct,1
beverages,FRANCE|SOUTHERN_EUROPE,Mondelēz International,Mondelēz International,market_scoped,1
beverages,FRANCE|SOUTHERN_EUROPE,Mondelēz International,Other / not mapped to a company,unresolved,1
beverages,FRANCE|SOUTHERN_EUROPE,Nestlé,Other / not mapped to a company,unresolved,1
beverages,FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,Monster Beverage Corp,market_scoped,1
beverages,FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,PepsiCo,direct,1
beverages,FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,The Coca-Cola Company,direct,1
beverages,FRANCE|SOUTHERN_EUROPE,Otsuka / Nutrition & Santé,Otsuka / Nutrition & Santé,direct,1
snacks,UK_IE,Walmart / Great Value,Walmart / Great Value,direct,1
snacks,UK_IE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
snacks,UK_IE|DACH|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
snacks,UK_IE,Other / not mapped to a company,Mondelēz International,market_scoped,1
cereals,UK_IE,Other / not mapped to a company,Mars,market_scoped,1
cereals,UK_IE,Other / not mapped to a company,The Coca-Cola Company,direct,1
cereals,UK_IE,The Coca-Cola Company,The Coca-Cola Company,direct,1
beverages,FRANCE|SOUTHERN_EUROPE,Franprix,Franprix,direct,1
beverages,FRANCE|SOUTHERN_EUROPE,Leader Price,Leader Price,direct,1
beverages,FRANCE|SOUTHERN_EUROPE,Leclerc,Leclerc,direct,1
snacks,UK_IE|US_CANADA,Aldi,Aldi,direct,1
snacks,UK_IE|US_CANADA,General Mills,General Mills,direct,1
snacks,UK_IE|US_CANADA,Lidl,Lidl,direct,1
snacks,UK_IE|US_CANADA,Lindt & Sprüngli,Lindt & Sprüngli,direct,1
snacks,UK_IE|US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,1
snacks,UK_IE|US_CANADA,Mondelēz International,Manual review / complex ownership,manual_review,1
snacks,UK_IE|US_CANADA,Mondelēz International,Other / not mapped to a company,unresolved,1
snacks,UK_IE|US_CANADA,Nestlé,Nestlé,direct,1
snacks,UK_IE|US_CANADA,Nestlé,Other / not mapped to a company,unresolved,1
snacks,UK_IE|US_CANADA,PepsiCo,Other / not mapped to a company,unresolved,1
snacks,UK_IE|US_CANADA,Waitrose,Other / not mapped to a company,unresolved,1
snacks,UK_IE|US_CANADA,Waitrose,Waitrose,direct,1
snacks,UK_IE|US_CANADA,Walmart / Great Value,Walmart / Great Value,direct,1
snacks,US_CANADA,Andros,Andros,direct,1
beverages,FRANCE|NORDICS|SOUTHERN_EUROPE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
beverages,FRANCE|NORDICS|SOUTHERN_EUROPE|US_CANADA,The Coca-Cola Company,The Coca-Cola Company,direct,1
beverages,FRANCE|NORDICS|UK_IE,LIPTON Teas and Infusions / Ekaterra,LIPTON Teas and Infusions / Ekaterra,recently_sold_or_spun_off,1
beverages,FRANCE|SOUTHERN_EUROPE,Capri Sun Group / Coca-Cola Europacific Partners,Capri Sun Group / Coca-Cola Europacific Partners,market_scoped,1
beverages,FRANCE|SOUTHERN_EUROPE,Ecotone,Ecotone,direct,1
cereals,FRANCE|UK_IE,Coop,Coop,direct,1
cereals,FRANCE|UK_IE,Lotus Bakeries,Lotus Bakeries,direct,1
cereals,UK_IE|US_CANADA,Morrisons,Morrisons,direct,1
cereals,UK_IE|US_CANADA,Trader Joe's,Trader Joe's,direct,1
cereals,US_CANADA,Ahold Delhaize,Other / not mapped to a company,unresolved,1
beverages,FRANCE,The Hershey Company,The Hershey Company,direct,1
cereals,UK_IE,Nestlé,Nestlé,market_scoped,1
cereals,SOUTHERN_EUROPE|US_CANADA,Aldi,Aldi,direct,1
cereals,UK_IE,Danone,Danone,direct,1
cereals,UK_IE,General Mills,General Mills,direct,1
beverages,FRANCE|NORDICS,Danone,Danone,direct,1
beverages,FRANCE|NORDICS,LIPTON Teas and Infusions / Ekaterra,LIPTON Teas and Infusions / Ekaterra,recently_sold_or_spun_off,1
