country_or_market,observed_market_region_codes,category,raw_brand_variants,normalized_brand_candidate,total_product_count,example_product_names,alias_review_decision,approved_normalized_brand,review_reason,mapping_source
United States,US_CANADA,snacks,enjoy life; enjoy life foods,enjoy life,33,"Coco Loco Soft Baked Chewy Bars | Dark Morsels | Enjoy life, plentils, himalayan pink salt lentil chips | Mango Habanero Chocolate Protein Bites, Mango Habanero | Halloween Chocolate Variety Pack",approve_alias,enjoy life,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=1
United States,US_CANADA,beverages,hint; hint inc,hint,33,"Water infused with raspberry essence | Water infused with strawberry + kiwi essence, strawberry kiwi | Water Infused with Blackberry Essence | Watermelon Infused Water | Water infused with blood orange essence",approve_alias,hint,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=6
France,FRANCE,snacks,hollywood; hollywood 9pm,hollywood,33,Ice fresh | Chewing gum parfum menthol | Chewing gum - chlorophylle | Sweet Gum Fraise-Citron Vert | Sweet gum framboise pêche,approve_alias,hollywood,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=1
United States,US_CANADA,snacks,kirkland; kirkland costco,kirkland,33,Peanut Butter Pretzels | Sea Salt Almond Nut Chips | Tortilla Chips Organic | Mini Thin & Crispy Chocolate Chip Cookies | Raspberry Crumble Cookies,approve_alias,kirkland,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=4
United States,US_CANADA,snacks,lofthouse; lofthouse foods; lofthouse delicious cookies; lofthouse delicious,lofthouse,33,"Shamrock Sugar Mini Cookies, Shamrock Sugar | Sugar Cookies, Sugar | Oatmeal Raisin Cookies | Harvest Frosted Sugar Cookies | Lofthouse, st. patrick shortbread cookies",approve_alias,lofthouse,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=8
France,FRANCE,snacks,marque repere epi d'or; marque repere epi dor,marque repere epi d'or,33,Chaussons aux pommes x 8 | Brioche tranchée nature | Pains au lait pépites choco x10 | Pains au chocolat surgelés x 6 | Brioches fourrées au chocolat x 8,approve_alias,marque repere epi d'or,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,snacks,rxbar; rx bar,rxbar,33,Energy Bites | MINIS Blueberry | Rxbar mixed berry | Vanilla Almond | Protein bar,approve_alias,rxbar,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,cereals,shoprite; shop rite,shoprite,33,"Instant Oatmeal, Raisin & Spice | Scrunchy, sweetened corn cereal, cocoa treats, cocoa treats | Scrunchy, sweetened cereal, mini cookie bites, mini cookie bites | Scrunchy Honey Nut Toasted Oats | Toasted corn cereal with honey & natural almond, crispy honey nut, crispy honey nut",approve_alias,shoprite,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=18
United Kingdom,UK_IE,snacks,specially selected; specially selected aldi,specially selected,33,Blonde Chocolate Florentines | Lightly Salted Crisps | Sea Salt & Black Pepper Crackers | Safron Lobster Hand Cooked Chips | Chilli Savoury Crackers,approve_alias,specially selected,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=10
United States,US_CANADA,snacks,the hain celestial group inc; the hain celestial group,the hain celestial group,33,"garden Veggie Chips ghosts+Bats Sea Salt | Garden Of Eatin', Kale Chips, Corn Tortilla Chips | Garden Of Eatin, Corn Tortilla Chips | Garden Of Eatin, Reduced Fat Blue Corn Tortilla Chips | Garden Of Eatin, Tuscola Country Blue Corn, Tortilla Chips, Sea Salt",approve_alias,the hain celestial group,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=82
United States,US_CANADA,beverages,bodyarmor; body armor,bodyarmor,32,Fruit Punch | Flash I.V. | Zero Sugar Watermelon Strawberry | Flash I.v. | Body armor lyte strawberry lemonade,approve_alias,bodyarmor,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=8
France,FRANCE,snacks,brioches fonteneau; sas brioches fonteneau,brioches fonteneau,32,Brioche tranchée pur beurre BIO 400g | brioche vendéenne tranchée | Brioche coupée | Brioche Tressée | Brioche pur beurre,approve_alias,brioches fonteneau,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,beverages,califia farms; califia farms lp,califia farms,32,Peppermint Mocha Cold Brew Coffee With Almondmilk | Better Half Unsweetened Coconut Cream & Almondmilk | COCONUT MILK & COCONUT WATER BLEND | COLD BREW BLACK COFFEE BLONDE ROAST | Oat Protein Original,approve_alias,califia farms,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=10
France,FRANCE,beverages,carola; carola bio,carola,32,"Eau de source carola | Carola rouge | Carola naturelle | CAROLA Bleue Plate PET 1,5L | Eau de source d'Alsace",approve_alias,carola,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,beverages,goya; goya foods inc,goya,32,"Nectar, pear & passion fruit | Manzanilla spanish olives stuffed with minced pimientos | Pitted alcaparrado, manzanilla olives, pimientos & capers | Alcaparrado, Pimientos & Capers Manzanilla Olives | Smoothie",approve_alias,goya,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=8
United States,US_CANADA,beverages,health-ade; health-ade llc; health ade,health-ade,32,kombucha Tropical pineapple | KOMBUCHA Passion Fruit Tangerine | Organic Watermelon Kombucha | Glow Up Health-Ade Kombucha Strawberry Glow Flavor | Pink Lady Apple Kombucha,approve_alias,health-ade,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=3; brand_alias_mapping=2
United Kingdom,UK_IE,snacks,kettle; kettle chips; kettle krinkle,kettle,32,Rosemary and sea salt | Steakhouse Barbecue Potato Chips | Sea salt and crushed black peppercorns potato chips | Lightly Salted Potato Chips | Sea Salt & Balsamic Vinegar of Modena Potato Chips,approve_alias,kettle,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=8
France,FRANCE,dairies,le p'tit fermier de kervihan; le ptit fermier de kervihan,le p'tit fermier de kervihan,32,4 yaourth à la myrtille | Le petit fermier de Kervihan | Lait crue | Yaourt à la Fraise | Fromage blanc vache bio,approve_alias,le p'tit fermier de kervihan,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,snacks,nature's promise; natures promise; nature's promise organic,nature's promise,32,Stoned wheat Crackers | Energy Bars | Organic Blue Corn Tortilla Chips | Granola Bars | Raspberry Granola Bars,approve_alias,nature's promise,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=8; heuristic=6
United States,US_CANADA,snacks,popcornopolis; popcornopolis llc,popcornopolis,32,"Popcornopolis, zebra, caramel corn with chocolate flavored stripes | Nearly Naked Popcorn | Sweet & salty organic kettle corn popcorn, sweet & salty popcorn | Classic salted organic popcorn | Popcornopolis, caramel corn",approve_alias,popcornopolis,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=13
United Kingdom,UK_IE,cereals,quaker; quaker oat so simple; quaker oats; quaker oats so simple; quaker protein,quaker,32,So Simple Gluten Free Original Porridge | Jumbo Oats | Oat So Simple Simply Apple | Simply strawberry no added sugar oatmeal With Milk | Golden Syrup Flavour Microwaveable Oats,approve_alias,quaker,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=5
United Kingdom,UK_IE,beverages,red bull; redbull,red bull,32,Energy Drink | Energy drink | Redbull | Red Bull Red Edition | THE BLUE EDITION Blueberry,approve_alias,red bull,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=11
United Kingdom,UK_IE,beverages,robinsons; robinson's,robinsons,32,Apple and Blackcurrant Double Strength | Robinsons Nas Summer Fruits 1ltr | Real Fruit & Barley Apple & Pear | Robinsons Dbl Con Sum Fruits 1.75ltr | summer fruit,approve_alias,robinsons,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=2
United States,US_CANADA,snacks,skinny pop; skinnypop; skinnypop organic,skinny pop,32,Skinny Pop | Skinnypop popcorn | Butter Popcorn | DAIRY FREE WHITE CHEDDAR POPCORN | Popcorn Butter Flavor,approve_alias,skinny pop,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=5
United States,US_CANADA,snacks,storck; storck usa lp,storck,32,Caramel hard candies | Caramel popcorn | Dulce De Leche Caramel | Baking Caramels | Merci,approve_alias,storck,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=8
France,FRANCE,dairies,alsa; alsa france,alsa,31,Crème Anglaise à la Vanille des Isles 3 sachets de 100 g | Crème pâtissière | Gâteau de Semoule | Gâteau de riz | Flan aux œuf à la vanille des Isles,approve_alias,alsa,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=1
United Kingdom,UK_IE,cereals,crownfield; lidl crownfield; crownfield lidl,crownfield,31,Crownfield Swiss Style No Added Sugar Muesli | Malt wheaties | Honey Nut Clusters | Oh So Easy Oats | High Protein Granola Cranberry & Amond,approve_alias,crownfield,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=14
United States,US_CANADA,snacks,garden of eatin'; garden of eatin,garden of eatin',31,"Blue Chips Corn Tortilla Chips | Blue Chips No Salt Organic | Garden Of Eatin', Blue Corn Tortilla Chips | Red Hot Blues Corn Tortilla Chips | Sesame Blues Corn Tortilla Chips",approve_alias,garden of eatin',"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=4
United States,US_CANADA,snacks,ht traders; h.t. traders,ht traders,31,"Original Whole Grains Crackers | Caramel & sea salt 31% cocoa belgian milk chocolate | Belgian milk chocolate with toffee | Mint crisp belgian dark chocolate, mint crisp | Belgian Milk Chocolate With Almonds",approve_alias,ht traders,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United Kingdom,UK_IE,snacks,nairn's; nairns,nairn's,31,wholegrain crackers | Dark Chocolate and Mint Oat Biscuits | nairns dark chocolate chip oat biscuits | NEW GLUTEN FREE OATIES TOFFEE FLAVOUR n nairn's 16 | Nairn's Fruit Oatcake,approve_alias,nairn's,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=8
France,FRANCE,snacks,shneider's; shneiders,shneider's,31,Palmiers crunchy | D-sweet | Le Palmier | Cookies Tout Chocolat Shneider's | Candy planet,approve_alias,shneider's,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=15
United States,US_CANADA,snacks,theo; theo chocolate inc; theo chocolate,theo,31,"Organic Double Chocolate Cookie Bites | Organic Orange Dark Chocolate | Theo, dark chocolate, orange | cherry almond 70% dark chocolate | Theo, milk chocolate",approve_alias,theo,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=4
United States,US_CANADA,snacks,vega; vega sport,vega,31,"Garlic & Herb Flavored Protein Crisps, Garlic & Herb | Sweet Chili Flavored Protein Crisps, Sweet Chili | Sport Protein Bar | Vega, savi seed, lightly salted sacha inchi seed snack | Vega, saviseed, karmalized cane sugar coated sacha inchi seed snack",approve_alias,vega,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=1
United States,US_CANADA,snacks,7 select 7-eleven inc; 7-select 7-eleven inc,7 select 7-eleven inc,30,"7 select, go! yum, english toffee, crisp, buttery, milk chocolate | 7 select, jelly pumpkins | 7 select, popcorn clusters with cashews and almonds, cranberry caramel | 7 select, roasted cashews, milk chocolate | 7 select, rice cracker mix",approve_alias,7 select 7-eleven inc,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=16
United States,US_CANADA,snacks,7-eleven inc; 7-eleven,7-eleven,30,Fiery Hot Flavored Potato Chips | Snack Stick | Cookies | Marshmallow treat | Milk Chocolate Covered Whole Almond,approve_alias,7-eleven,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=27
Belgium,BENELUX|FRANCE,cereals,delhaize; delhaize bio,delhaize,30,HAVERVLOKKEN FLOCONS D'AVOINE | Choco Puffies | Granola 4 noix | Honey balls | Crunchy Muesli Stevia Fruits Rouges,approve_alias,delhaize,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=8
France,FRANCE,snacks,fisherman's friend; fishermans friend,fisherman's friend,30,"Pastilles Menthe | Fisherman's Friend Réglisse | Fisherman’s Friend mente | Pastilles mentol reglisse | Fisherman's friend ,pastilles fraiches",approve_alias,fisherman's friend,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=3
France,FRANCE,snacks,hershey's; hershey's kisses; hersheys,hershey's,30,"Cookies N' Creme | Cookies n creme candy bar | Hershey's Holiday Candy Cane Bar, 3.5 Oz | cookies'n'creme candy | Chocolate Almond Blossoms",approve_alias,hershey's,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=2; brand_alias_mapping=1
France,FRANCE,snacks,jardin bio; jardin bio etic,jardin bio,30,Chips Nature | Chocolat noir superieur bio | Tortillas Paprika | Chips de lentilles aux petits oignons | Grainergie,approve_alias,jardin bio,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=5
France,FRANCE,beverages,jean-louis bissardon; jean louis bissardon,jean-louis bissardon,30,Nectar d'abricot | Nectar peche jaune | Jus de poire | Pêche de vigne nectar | Pomme reinette pur jus,approve_alias,jean-louis bissardon,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=11
France,FRANCE|US_CANADA,snacks,m and m's; m and ms,m and m's,30,"Chocolate candies | M&Ms Minis, milk chocolate | Chocolate candies, dark chocolate & white chocolate | CHOCOLATE CANDIES | Almond chocolate candies, almond",approve_alias,m and m's,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=9
France,FRANCE,dairies,pays gourmand; pays gourmand aldi,pays gourmand,30,Picodon au lait cru | Crottin de Chavignol | Le fromage chaud du doubs | Mont d’or | Yaourt au lait entier des Alpes,approve_alias,pays gourmand,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=5
United States,US_CANADA,snacks,pop-secret; pop secret,pop-secret,30,Microwave popcorn extra butter | Movie Theater Butter Premium Popcorn | Homestyle Butter Microwave Popcorn | Popcorn light | MOVIE THEATER BUTTER,approve_alias,pop-secret,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=7
