country_or_market,observed_market_region_codes,category,normalized_brand_candidate,raw_brand_variant_count,raw_brand_variants,raw_brand_variant_counts,total_product_count,example_product_names,mapping_reason,mapping_source,row_decisions,review_note
United Kingdom,UK_IE,dairies,milbona,4,milbona; milbona lidl; lidl milbona; milbona - lidl,milbona=63; milbona lidl=14; lidl milbona=2; milbona - lidl=1,80,Edam | Natural Kefir Fermented Yogurt | Greek natural yoghurt | Emmental Slices | Cottage cheese,retailer_subbrand_alias=17; existing_confirmed_alias=1,heuristic=17; brand_alias_mapping=1,,
France,FRANCE,dairies,casino bio,2,casino casino bio; casino bio,casino casino bio=65; casino bio=15,80,Emmental Bio | Faiselle lait entier Bio | Lait entier | Lait entier Bio | Lait,repeated_prefix_collapsed=192,heuristic=192,,
France,FRANCE,beverages,cidou,2,cidou; cidou pur jus bio,cidou=79; cidou pur jus bio=1,80,Pur jus tropical | Pur jus Bio Orange | Cidorange | Douceur de fraise | Un amour de fruits pomme kiwi,existing_confirmed_alias=1,brand_alias_mapping=1,,
United States,US_CANADA,cereals,kashi,2,kashi; kashi go,kashi=76; kashi go=4,80,Dark Cocoa Cereal | Go Cinnamon Vanilla Keto Friendly Grain Free Cereal | Kashi Whole Health Ready To Eat Cereal Whole Grain Nuggets 20oz | Cinnamon French Toast Cereal | Indigo Morning,existing_confirmed_alias=6,brand_alias_mapping=6,,
United States,US_CANADA,snacks,simple truth,2,simple truth; simple truth organic,simple truth=53; simple truth organic=27,80,"organic blueberry waffles | Pumpkin Seed Pecan Crunchy Granola Clusters Of Whole Grain Oats Brown Rice Crisps Dried Cranberries Pumpkin Seeds Pecans, Pumpkin Seed Pecan | Freeze-Dried Blueberries In Dark Chocolate, Freeze-Dried Blueberries | Mini pretzel | 100% WHOLE GRAIN PURPLE POPCORN",product_line_suffix_removed=102,heuristic=102,,
France,FRANCE,snacks,alter eco,3,alter eco; altereco; alter eco bio et equitable,alter eco=76; altereco=2; alter eco bio et equitable=1,79,Chocolat noir sel rose de l’Himalaya | Chocolat noir dessert Corsé | Chocolat noir | Chocolat 80% République Dominicaine | 90% Pérou,punctuation_spacing_variant=2; existing_confirmed_alias=1,heuristic=2; brand_alias_mapping=1,,
France,FRANCE|DACH,snacks,lindt,5,lindt; lindt and sprungli; lindt and sprungli lindt; lindt and sprungli nordic nuf; lindt excellence,lindt=67; lindt and sprungli=6; lindt and sprungli lindt=3; lindt and sprungli nordic nuf=1; lindt excellence=1,78,Lindt Pailleté gaufrette Noir craquant | Creation Crème Brûlée | Creation pavlova framboise imp | CACAO PUR | Lindt CREATION Crème Brûlée 3046920022262 Vollmilch-Schokolade mit einer Milchfüllung (35%) mit karamellisierten Zuckerstückchen und knusprigem Biskuit,existing_confirmed_alias=57,brand_alias_mapping=57,,
United States,US_CANADA,snacks,cape cod,4,cape cod; cape cod provisions llc; cape cod potato chips; cape cod provisions,cape cod=66; cape cod provisions llc=10; cape cod potato chips=1; cape cod provisions=1,78,"Kettle Cooked Potato Chips | Kettle Cooked Waffle Cut Potato Chips | Kettle cooked potato chips | Sea salt & vinegar potato chips | Cape cod, kettle cooked waffle cut potato chips, seasoned pepper",existing_confirmed_alias=12,brand_alias_mapping=12,,
France,FRANCE,beverages,clipper,2,clipper; clipper tea,clipper=77; clipper tea=1,78,Clipper thé blanc framboise x 20 sachets | Marrakech - thé vert menthe bii | Exciting thé vert gingembre citron vert | Fairtrade Organic English Breakfast Tea Bags | Clipper Teas Organic White Tea With Peppermint,existing_confirmed_alias=1,brand_alias_mapping=1,,
France,FRANCE,snacks,harrys,2,harrys; harry's,harrys=77; harry's=1,78,doowap | Brioche aux pepites de chocolat | Brioche tressée pépites chocolat | Brioche tranchée moins sucré | Brioche tressée à la main,punctuation_spacing_variant=1,heuristic=1,,
United States,US_CANADA,snacks,old dutch,2,old dutch; old dutch foods inc,old dutch=76; old dutch foods inc=2,78,"Corn chips | Mini rounds | Original Potato Chips | Sour Cream & Onion Potato Chips | Spicy Dill Pickle Flavored Potato Chips, Spicy Dill Pickle",existing_confirmed_alias=2,brand_alias_mapping=2,,
United States,US_CANADA,beverages,coca-cola,6,coca-cola; coca cola; coca-cola company; coca cola zero; coca-cola craftea; cocacola,coca-cola=65; coca cola=7; coca-cola company=2; coca cola zero=1; coca-cola craftea=1; cocacola=1,77,Fanta | Coca Cola | Coca-Cola Zero Sugar | Sprite | Razzleberry peace tea,existing_confirmed_alias=12,brand_alias_mapping=12,,
United States,US_CANADA,dairies,fage,4,fage; fage usa dairy industry inc; fage bestself; fage total,fage=72; fage usa dairy industry inc=3; fage bestself=1; fage total=1,77,"Lowfat greek strained yogurt, honey | Strawberry Lactose-free Greek Yogurt | Best self | Best Self Lactose-Free Yogurt, Peach | Plain",existing_confirmed_alias=5,brand_alias_mapping=5,,
United States,US_CANADA,cereals,bob's red mill,3,bob's red mill; bobs red mill; bob's red mill natural foods inc,bob's red mill=70; bobs red mill=6; bob's red mill natural foods inc=1,77,Quick Cooking Rolled Oats Whole Grain | Protein oats | Extra thick rolled oats | Steel cut oats | Creamy Brown Rice Cereal,punctuation_spacing_variant=9; existing_confirmed_alias=2,heuristic=9; brand_alias_mapping=2,,
Belgium,BENELUX|FRANCE,beverages,delhaize,2,delhaize; delhaize bio,delhaize=73; delhaize bio=4,77,Eau | Amande | Sirop grenadine | Sirop citron | Sirop de menthe,existing_confirmed_alias=8,brand_alias_mapping=8,,
France,FRANCE,cereals,leader price,4,leader price; leader price fine ligne; leader price fine linge; leaderprice,leader price=71; leader price fine ligne=3; leader price fine linge=1; leaderprice=1,76,muesli floconneux | Flocons d'avoine | Top cao | Corn Flakes - Pétales de Maïs | Corn Flakes Pétales de maïs dorés au four,existing_confirmed_alias=12; punctuation_spacing_variant=2,brand_alias_mapping=12; heuristic=2,,
France,FRANCE,beverages,coca-cola coca-cola-light,2,coca-cola coca-cola-light; coca cola coca-cola-light,coca-cola coca-cola-light=55; coca cola coca-cola-light=21,76,Coca Cola sans sucre | Coca Cola Zero sucre | Coca zero | Coca cola Zero | Coca light,punctuation_spacing_variant=22,heuristic=22,,
France,FRANCE,cereals,crownfield,2,crownfield; crownfield lidl,crownfield=61; crownfield lidl=15,76,Flocons d'avoine | Golden puffs | Muesli croustillant aux éclats de chocolat noir | Bio Muesli croustillant chocolat | Flocons d'avoine complète biologique,retailer_subbrand_alias=31,heuristic=31,,
France,FRANCE,dairies,elle and vire,2,elle and vire; elle and vire professionnel,elle and vire=75; elle and vire professionnel=1,76,Carré Frais nature 0% | Carre frais 0% | Emmental français rapé | Carré frais | Elle & Vire Le Beurre Tendre,existing_confirmed_alias=1,brand_alias_mapping=1,,
United States,US_CANADA,beverages,silk,2,silk; silk ultra,silk=75; silk ultra=1,76,Dark Chocolate Almondmilk | Organic soymilk | Vanilla Organic Soymilk | Almond Milk Dark Chocolate | Coconut Milk,existing_confirmed_alias=1,brand_alias_mapping=1,,
United States,US_CANADA,beverages,simple truth,2,simple truth; simple truth organic,simple truth=41; simple truth organic=35,76,Fruit n € punchy flavored water beverage | Flavored Water Pineapple | Probiotic almond drink | ORIGINAL ORGANIC SOYMILK | Almondmilk Original,product_line_suffix_removed=102,heuristic=102,,
United Kingdom,UK_IE,snacks,coop,5,coop; co op; coop co-op; coop easter egg; coop irresistible,coop=44; co op=28; coop co-op=1; coop easter egg=1; coop irresistible=1,75,Wholewheat Biscuits | Malted milk milk chocolate | Shortbread | co op free from choco bar | Marshmallows,punctuation_spacing_variant=69; existing_confirmed_alias=2; repeated_prefix_collapsed=1,heuristic=70; brand_alias_mapping=2,,
France,FRANCE,snacks,bouton d'or,3,bouton d'or; bouton dor; bouton d or,bouton d'or=70; bouton dor=4; bouton d or=1,75,Tuiles bacon 170g | Tub's goût nature | Tuile saveur paprika | Tuiles saveur barbecue | Snacks de quinoa - Herbes de Provence - BIO,punctuation_spacing_variant=6,heuristic=6,,
United States,US_CANADA,snacks,wise,3,wise; wise company inc; wise bar,wise=71; wise company inc=3; wise bar=1,75,"Dipsy Doodles, Wavy Corn Chips, Barbecue | Dipsy doodles | Nacho cheese flavored corn chips | Wavy corn chips | Popcorn",existing_confirmed_alias=4,brand_alias_mapping=4,,
France,FRANCE,snacks,chiostro di saronno,2,chiostro di saronno; chiostro chiostro di saronno,chiostro di saronno=72; chiostro chiostro di saronno=3,75,"Panettone | Amaretto del lago | Panettone Al Pistacchio | Amaretti, Tower Tin | Amaretti",repeated_prefix_collapsed=3,heuristic=3,,
France,FRANCE|SOUTHERN_EUROPE,dairies,danone,2,danone; danone activia,danone=72; danone activia=3,75,Le Yoghourt Nature | Activia | Hipro - Saveur myrtille | Oikos fruit de la passion | Iogurte,existing_confirmed_alias=6,brand_alias_mapping=6,,
France,FRANCE,snacks,delacre,2,delacre; delacre y,delacre=74; delacre y=1,75,Matadi | Assortiment de biscuits | Etoile décoration | Tea Time | Chocolat au lait Délichoc Pocket,existing_confirmed_alias=1,brand_alias_mapping=1,,
France,FRANCE,dairies,delisse,2,delisse; delisse - marque repere,delisse=74; delisse - marque repere=1,75,"Fromage blanc au lait entier | Yaourts aux fruits avec morceaux, abricot ananas pêche poire | Lait demi ecreme | lait écrémé stérilisé uht | crème fraîche légère épaisse",existing_confirmed_alias=1,brand_alias_mapping=1,,
United States,US_CANADA,snacks,nature's bakery,2,nature's bakery; natures bakery,nature's bakery=67; natures bakery=8,75,Blueberry Fig Bar | Fig Bar | Apple Oatmeal Crumble Bar | Gluten Free Blueberry Fig Bars | Original Fig Bar,punctuation_spacing_variant=8,heuristic=8,,
France,FRANCE,snacks,aldi,5,aldi; aldi biscotto; aldi specially selected; aldi golden bridge; aldi sans gluten,aldi=61; aldi biscotto=9; aldi specially selected=2; aldi golden bridge=1; aldi sans gluten=1,74,Vanilla Cream Brioche | Tiramisu | Chewing Gum Chlorophylle | Sucettes acides | Lapin chocolat,existing_confirmed_alias=20,brand_alias_mapping=20,,
France,FRANCE|DACH,snacks,migros,5,migros; migros bio; migros selection; migros industrie; migros leger,migros=57; migros bio=9; migros selection=6; migros industrie=1; migros leger=1,74,Caramels beurre salé | Baton De Céréales Noix De Coco Chocolat Ea | Pastilles pour la gorge Cassis | Cassis Halspastillen | Cassis pastille pour la gorge,product_line_suffix_removed=49; existing_confirmed_alias=11,heuristic=49; brand_alias_mapping=11,,
United States,US_CANADA,snacks,jelly belly,3,jelly belly; jelly belly candy company; jelly belly candy co,jelly belly=51; jelly belly candy company=22; jelly belly candy co=1,74,Jelly Belly watermelon | 12 gourmet candy canes | Watermelon Sugar Free Gum | Jelly Belly Original Gourmet Jelly Bean | � buttered popcorn bag case,existing_confirmed_alias=23,brand_alias_mapping=23,,
United States,US_CANADA,snacks,maud borup,3,maud borup; maud borup inc; maudborup,maud borup=46; maud borup inc=26; maudborup=2,74,"Gummy bear, blue raspberry | Maud borup, jelly beans | Gummy Candy | Blue Goo Bugs Gummy Candy, Mini Seasonal | Enticing Eyeballs Gummy Candy",existing_confirmed_alias=27; punctuation_spacing_variant=2,brand_alias_mapping=27; heuristic=2,,
United States,US_CANADA,snacks,peeps,3,peeps; peeps and company; peep's,peeps=58; peeps and company=15; peep's=1,74,"Milk Chocolate Bunny, Milk Chocolate | Marshmallow Flavored Cake Mix | Peeps Pink Marshmallow Chicks | Marshmallow | Marshmallow Peeps",existing_confirmed_alias=15; punctuation_spacing_variant=1,brand_alias_mapping=15; heuristic=1,,
United States,US_CANADA,dairies,stonyfield,2,stonyfield organic; stonyfield,stonyfield organic=57; stonyfield=17,74,Organic Whole Milk Peach Yogurt | Organic Plain Nonfat Yogurt | Organic Kids Strawberry Tube | Wild Berry Lowfat Yogurt Smoothie | Organic Kids Strawberry Vanilla Lowfat Yogurt Cup,product_line_suffix_removed=60,heuristic=60,,
France,FRANCE,dairies,societe,14,societe; societe laitiere de vichy; societe fromagere d'annecy; societe fromagere d'orbec; societe fromagere du livradois; societe des caves; societe laitiere de laqueuille; societe fromagere d'eteaux; societe des caves et des producteurs reunis de roquefort; societe fromagere d 'annecy; societe fromagere du livardois; societe fromagere de raival; societe fromagere du moulin de carel; societe laitiere des hauts de savoie,societe=44; societe laitiere de vichy=8; societe fromagere d'annecy=4; societe fromagere d'orbec=3; societe fromagere du livradois=3; societe des caves=2; societe laitiere de laqueuille=2; societe fromagere d'eteaux=1; societe des caves et des producteurs reunis de roquefort=1; societe fromagere d 'annecy=1; societe fromagere du livardois=1; societe fromagere de raival=1; societe fromagere du moulin de carel=1; societe laitiere des hauts de savoie=1,73,Roquefort | Société léger et fondant (11% MG) | Coffret roquefort | Roquefort société | Roquefort 1863,existing_confirmed_alias=30,brand_alias_mapping=30,,
United States,US_CANADA,beverages,dr pepper,3,dr pepper; dr pepper and cream soda; dr. pepper,dr pepper=71; dr pepper and cream soda=1; dr. pepper=1,73,"Diet cherry soda | Diet dr pepper | Dr Pepper | Crush, soda, orange, orange | Caffeine free peach soda",existing_confirmed_alias=1; punctuation_spacing_variant=1,brand_alias_mapping=1; heuristic=1,,
United Kingdom,UK_IE,cereals,asda,2,asda; asda bowls of goodness,asda=72; asda bowls of goodness=1,73,Porridge Oats | Ready Oats | Malted Wheaties | Fruit & fibre | Wheat Bisks,existing_confirmed_alias=1,brand_alias_mapping=1,,
France,FRANCE,snacks,casino bio,2,casino casino bio; casino bio,casino casino bio=58; casino bio=15,73,Cookies aux pépites de chocolat noir | P'tits biscuits fourrage au lait | Cookies Noisettes & Chocolat | Boudoirs | BISCUIT Cranberries et spiruline,repeated_prefix_collapsed=192,heuristic=192,,
United States,US_CANADA,snacks,hammond's candies since 1920 llc,2,hammond's hammond's candies since 1920 llc; hammond's candies hammond's candies since 1920 llc,hammond's hammond's candies since 1920 llc=56; hammond's candies hammond's candies since 1920 llc=17,73,"Hammond's candies, handmade twist lollipop, strawberry | Hammond's candies, sea salt caramel, rich chocolatey | Hammond's candies, dark chocolate with salted caramel, sea salt, caramel | Hammond's candies, sea salt caramel drizzle brittle crisps | Hammond's candies, cotton candy, vanilla",repeated_prefix_collapsed=74,heuristic=74,,
France,FRANCE,dairies,lovilio,2,lovilio; lovilio lidl,lovilio=71; lovilio lidl=2,73,Mozzarella | Bio mozzarella | Parmigiano Reggiano | Mini mozzarella | Grana Padano,existing_confirmed_alias=3,brand_alias_mapping=3,,
France,FRANCE|DACH,cereals,mymuesli,2,mymuesli; my muesli,mymuesli=71; my muesli=2,73,"Kickstartmüsli Woman Mymuesli, Fruchtig | My muesli | Porridge Blueberry Cheesecake | Shoko winterzauber | Mango Granatapfel Porridge",punctuation_spacing_variant=4,heuristic=4,,
United States,US_CANADA,beverages,vega,2,vega; vega sicilia,vega=72; vega sicilia=1,73,protein made simple | Protein Made Simple Chocolate | Protein Made Simple Strawberry Banana | Protein Made Simple Caramel Toffee | Organic Vega All In One Shake French Vanilla Flavored,existing_confirmed_alias=1,brand_alias_mapping=1,,
France,FRANCE,beverages,evian,3,evian; evian infused; evian kusmi tea,evian=66; evian infused=3; evian kusmi tea=3,72,"Eau de source naturelle | Evian | Eau Source Naturelle | Nomad, Eau De Source Naturelle | Natural Spring Water",existing_confirmed_alias=6,brand_alias_mapping=6,,
France,FRANCE,snacks,favorina,3,favorina; favorina lidl; favorina - chocolat de tradition,favorina=48; favorina lidl=23; favorina - chocolat de tradition=1,72,Mini panettone Classico | mendiants chocolat au lait | Panettone | Pandoro Classico | Pâtes de fruit aromatisés m,existing_confirmed_alias=30,brand_alias_mapping=30,,
France,FRANCE,beverages,marks and spencer,2,marks and spencer; marks and spencer marks and spencer,marks and spencer=67; marks and spencer marks and spencer=5,72,9 Hop Kent Pale Ale | Boadicea Golden Ale | Cornish Pale Ale | Mango Pineapple & Passion Fruit Smoothie | 100% Freshly Squeezed Orange Juice,repeated_prefix_collapsed=18,heuristic=18,,
France,FRANCE,beverages,orangina,2,orangina; orangina schweppes,orangina=58; orangina schweppes=14,72,Soda | Orangina original | Orangina | Orangina Tropical | Orangina tropical,existing_confirmed_alias=14,brand_alias_mapping=14,,
United States,US_CANADA,dairies,oikos,4,oikos; oikos pro; oikos triple zero; oikos fusion,oikos=63; oikos pro=4; oikos triple zero=3; oikos fusion=1,71,Oikos Triple Zero Vanilla | Triple Zero | OIKOS Triple Zero | Triple Zero Peach Flavored Yogurt | Oikos Triple Zero,existing_confirmed_alias=8,brand_alias_mapping=8,,
France,FRANCE,dairies,le cavalier,2,le cavalier; le cavalier aldi,le cavalier=70; le cavalier aldi=1,71,Mimolette | Emmental rapé | Emmental râpé | Râpé 3 fromages | Raclette Sans croute,existing_confirmed_alias=1,brand_alias_mapping=1,,
United States,US_CANADA,dairies,member's mark,2,member's mark; members mark,member's mark=65; members mark=6,71,Vitamin D Milk | Reduced Fat Milk | Heavy Whipping Cream Ultra-Pasteurized | Whole Milk | 1%. Low fat milk,punctuation_spacing_variant=19,heuristic=19,,
