off_brands_raw,off_brand_tokens,legacy_primary_brand,brand_entity_raw,brand_entity_source,primary_country,observed_market_region_codes,query_category,product_count,example_product_names
"Lidl, Milbona",lidl|milbona,lidl,milbona,existing_company_brand_mapping_token_match,France,FRANCE|DACH,dairies,9,Skyr to go Vanille | Parmigiano Reggiano | Skyr - Framboise | Yoghourt Greek Style Nature | Joghurt Yogourt
Sodastream,sodastream,sodastream,SodaStream,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,9,"Soda mix | Peach Iced Tea Artificially Flavored Sparkling Drink Mix | Cooking light sparkling drink mix | Sodastream, skinnygirl sparkling drink mix, cucumber lime | Berry mix flavored drink mix, berry mix"
Nespresso,nespresso,nespresso,Nespresso,existing_company_brand_mapping_token_match,France,FRANCE,snacks,9,Nespresso dark chocolate salted caramel | Blond Chocolate | Dark chocolate | Chocolate biscuits with sichuan pepper | Amaretti
"Auchan,Auchan Bio",auchan|auchan bio,auchan,auchan bio,existing_company_brand_mapping_token_match,France,FRANCE,snacks,9,Bio Lait éclats noisettes | Lait fourré praliné | Chocolat noir aux amandes caramélisées issu de l'agriculture biologique. | Chocolat Lait Bio | P'tit dej pépites de chocolat et noisettes
PRÉSIDENT,president,president,président,existing_company_brand_mapping_token_match,France,FRANCE,dairies,9,Beurre | Secret de Crème Fluide | Tendre | Cheddar | President emmental coeur de meule 250g
Monster Energy,monster energy,monster energy,Monster Energy,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE,beverages,9,Bebida energética | Monster energy RIPPER Juiced | Monster Energy Export | Monster Energy Absolutely Zero Sugar | The doctor
"M&S, Marks & Spencer",m and s|marks and spencer,m and s,m&s,existing_company_brand_mapping_token_match,France,FRANCE|UK_IE,beverages,9,Yorkshire Gold | Pressed Costa Rican Pineapple with a Hint of Lime Juice | Jus de cranberry | Sparkling Florida Orange | Peach & Raspberry
Doritos,doritos,doritos,Doritos,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE,snacks,9,doritos sweet chilli pepper | Doritos pure paprika flavour | Doritos Chips Barbecue Style | Doritos Chips Barbecue Style | Doritos Chili Peper
"Simply Balanced, Target Stores",simply balanced|target stores,simply balanced,target stores,existing_company_brand_mapping_token_match,United States,US_CANADA,dairies,9,"Greek yogurt | Simply balanced, organic mexican-style shredded cheese blend | Simply balanced, organic mild cheddar cheese slices | Simply balanced, organic provolone cheese slices | Simply balanced, organic shredded mozzarella cheese"
"Nestlé, Lion",nestle|lion,nestle,lion,existing_company_brand_mapping_token_match,France,FRANCE,cereals,9,Céréales Lion caramel et chocolat | lion | Céréales Lion - Caramel & Chocolat | Lion Caramel et Chocolat (+50% gratuit) | NESTLE LION céréales 675g​
"Bel, Kiri",bel|kiri,bel,kiri,existing_company_brand_mapping_token_match,France,FRANCE,dairies,9,"Kiri à l'ail et au fines herbes | Kiri | Kiri Crème 29,5 % 150 MG Calcium | Délice | Kiri chevre doux - 8b"
CHEEZ-IT,cheez it,cheez it,cheez-it,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,9,extra toasty original baked snack crackers | DUOZ Jalapeño & Cheddar Jack Baked Snack Crackers | Extra Crunchy Bold Cheddar baked snack crackers | ORIGINAL | GLUTEN FREE ORIGINAL Baked Snack Crackers
Mountain Dew,mountain dew,mountain dew,Mountain Dew,existing_company_brand_mapping_token_match,France,FRANCE,beverages,9,Mountain Dew Voltage Raspberry Flavor | Mountain Dew Voltage Raspberry Citrus Soda | mountain dew | Kickstart | Mtn dew - major melon
GATORADE,gatorade,gatorade,Gatorade,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,9,FRUIT PUNCH | ZERO SUGAR THIRST QUENCHER POWDER | THIRST QUENCHER LEMON LIME | THIRST QUENCHER ORANGE | THIRST QUENCHER
Fanta,fanta,fanta,Fanta,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE,beverages,9,Saveur orange | Fanta orange | Jus fanta | Boisson rafraîchissante au jus d'orange avec sucre et édulcorants | Orange - Boisson rafraîchissante
"Simply Balanced, Target Stores",simply balanced|target stores,simply balanced,target stores,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,9,Drink mix tropical | Unsweetened sparkling water | Almondmilk | Almondmilk | Unsweetened almondmilk
"Nestlé, Lion",nestle|lion,nestle,lion,existing_company_brand_mapping_token_match,France,FRANCE,snacks,9,LION Céréales Barres (12x25g) | NESTLE LION Barres de Céréales (8+4)x25g | Barres Lion | LION barre chocolatée Format Familial 11 x 42g | LION MINI Barres chocolatées - sachet 1kg
volvic,volvic,volvic,Volvic,existing_company_brand_mapping_token_match,France,FRANCE,beverages,9,volvic | Eau | Volvic Juicy - jus de fruits | Volvic kids | volvic infusion bio
"Nestlé, Les recettes de l'Atelier",nestle|les recettes de latelier,nestle,Les Recettes de l’Atelier,product_name_recovery_nestle_france_snacks,France,FRANCE,snacks,9,"Recette de l'atelier | Les recettes de l'Atelier Cassis, Amandes & Noisettes | Les Recettes de l'Atelier Raisins, Amandes & Noisettes Chocolat Noir (Offre Gourmande) | Recettes de l'Atelier N°4 Noir Epicé | Les Recettes de l'Atelier N°8 Éclats de Caramel"
HERSHEY'S,hersheys,hersheys,hershey's,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,9,SPECIAL DARK chocolate chips | candy coated milk chocolate | ZERO SUGAR ASSORTMENT | milk chocolate hearts bar | mini HERSHEY'S COOKIES 'N' CREME
Jacobs,jacobs,jacobs,jacob's,existing_company_brand_mapping_token_match,France,FRANCE|DACH,beverages,9,Jacobs Krönung mild Kaffee | Kaffee Krönung Classic ganze Bohnen | jacobs t8 | Cappucino choco | Krönung
Milka,milka,milka,Milka,existing_company_brand_mapping_token_match,Austria,DACH|FRANCE,snacks,9,t lu Nuss & Nougat Creme | Milka Bubbly white | Alpine Milk Chocolat | Milka Chocolate Través exclusive tender moments | MMMax Noisette
Président,president,president,président,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE,dairies,9,Beurre doux bio | Beurre doux 60% | Brie Cheese | Manteiga Magra com sal | Queso emmental fundir y gratinar
"U,U Bio",u|u bio,u,u bio,existing_company_brand_mapping_token_match,France,FRANCE,beverages,9,"Café moulu Amérique du Sud Max Havelaar | Pur jus multifruits flash pasteurisé | Boisson soja nature | Dessert végétal soja au chocolat, brique 530g | Vin rosé Sable de Camargue AOP Les Pluviers"
"Milka, Mondelez",milka|mondelez,milka,Milka,top9_portfolio_token_match,France,FRANCE|DACH,snacks,9,Oreo | Choco Thins | Schokohase aus Alpenmilch mit Haselnuss | Milka Schokoladenhase | Milka Weihnachtsmann - Alpenmilch
Nestlé,nestle,nestle,KitKat,product_name_recovery_nestle_france_snacks,France,FRANCE|SOUTHERN_EUROPE,snacks,9,"Kit Kat | KITKAT Chunky Peanut Butter Wrapper 42g | KITKAT 4 Fingers Barre au Chocolat au Lait 41,5g, unitaire | KitKat | Kit Kat Orange 2 Finger 20.7G"
"Nestlé, After eight",nestle|after eight,nestle,after eight,existing_company_brand_mapping_token_match,France,FRANCE,snacks,9,After Eight Extra dark Mint chocolate thins | After Eight Menthe & Saveur Citron | AFTER EIGHT Classique 800g | AFTER EIGHT Calendrier de l'Avent adulte Big Ben 185g | After Eight Menthe & Orange
Sanpellegrino,sanpellegrino,sanpellegrino,Sanpellegrino,existing_company_brand_mapping_token_match,France,FRANCE,beverages,9,"Sanpellegrino Sparkling Grapefruit Beverage, Pompelmo | Sanpellegrino Sparkling Orange Beverage, Aranciata | Sanpellegtino clementina e pesca | Tonic citrus | Naturali Aranciata"
Diet coke,diet coke,diet coke,Diet Coke,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,9,"Diet Cola | Caffeine Free Diet Cola | Diet Cola | Diet Coke Soda, 8 Fl Oz, 6 Count | Diet Coke With Lime Flavor, Lime"
"Kellogg's, Coco Pops",kelloggs|coco pops,kelloggs,kellogg's,existing_company_brand_mapping_token_match,France,FRANCE,cereals,9,Coco Pops Pépites multi-céréales | Coco Pops - Chocos | Coco pops | Coco Pops (maxi format) | Kellogg's Coco Poprivate Selection Cereal -
"Auchan, Auchan Gourmet",auchan|auchan gourmet,auchan,auchan gourmet,existing_company_brand_mapping_token_match,France,FRANCE,beverages,9,Auchan 100% BRESILFin et douxCapsules aluminium | Ethiopie | BRESILFin et doux | ETHIOPIERiche et floral | COLOMBIEDoux et acidulé
"Carrefour Sélection,Carrefour",carrefour selection|carrefour,carrefour selection,Carrefour Sélection,curated_carrefour_private_label_mapping,France,FRANCE,snacks,9,"Cheesecake nature sur son biscuit croustillant | Assortiment de chocolats lait, noir, blanc | Assortiment de chocolats au lait | Chocolat Noir Fourré Truffe Crumble et Framboise | NOIR 80% Cacao"
Swedish Fish,swedish fish,swedish fish,Swedish Fish,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,9,Swedish fish soft candy red 1x3.6 oz | Swedish Fish mini | Swedish Fish mini | Mini soft & chewy candy family size bag | Swedish Fish mini
Gerblé,gerble,gerble,gerblé,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE|DACH,snacks,9,Biscuit lait chocolat | Cookie cacao pépites Sans Sucre | Sablé saveur COCO | Sablés sans sucres saveur citron yuzu | Pomme Noisette
"Petits Filous, Yoplait",petits filous|yoplait,petits filous,yoplait,existing_company_brand_mapping_token_match,France,FRANCE,dairies,9,"Petits Filous Choco | Petits Filous (6 Goûts : Fraise, Framboise, Pêche, Banane, Abricot, Fruits Rouges) 18 Pots | Petits Filous (6 Goûts : Fraise, Banane, Pêche, Abricot, Fruits Rouges, Framboise) 18 Pots | Petits Filous tub's (3 Fraises, 3 Framboises, 3 Pêches) | Petits Filous (Magic Duo Goût Framboise & Goût Vanille)"
"U,U Bio",u|u bio,u,u bio,existing_company_brand_mapping_token_match,France,FRANCE,snacks,9,"Chocolat lait à patisser 40% de cacao | Biscuits Galettes pur beurre bio , 125g | Cookies bio quinoa pépites chocolat paquet de 175g | Chocolat noir café éclats fèves de cacao dégustation Tablette de 100g | Chocolat noir à pâtisser"
Gerblé,gerble,gerble,gerblé,existing_company_brand_mapping_token_match,France,FRANCE,cereals,9,Gerblé muesli aux fruits | Muesli aux fruits sans sucres ajoutés | Son d\'avoine | Crousti Muesli Fruits Rouges | Son d'avoine à saupoudrer
"Carrefour Bio,Carrefour",carrefour bio|carrefour,carrefour bio,Carrefour Bio,curated_carrefour_private_label_mapping,France,FRANCE,snacks,9,Croissants | Croissant | Pains au chocolat BIO x2 | Crackers Emmental et Graines de courge | Cannelés de Bordeaux
"Côte d'Or, Mondelez",cote dor|mondelez,cote dor,Cote d'Or,top9_portfolio_token_match,Belgium,BENELUX|FRANCE,snacks,9,Lait Coco | Bar de chocolat noir noisettes entières | Chocolat Lait Noisettes | Chocolat Blanc | Noir 70% Orange
Capri-Sun,capri sun,capri sun,Capri Sun,existing_company_brand_mapping_token_match,France,FRANCE|DACH,beverages,8,Mystic Dragon | Pure Fruit & Water Tropical | Caprisun sirop multivitamin | Capri-Sun Multi Zero | Fruit Crush Tropical
nespresso,nespresso,nespresso,Nespresso,existing_company_brand_mapping_token_match,France,FRANCE,beverages,8,vertuo double espresso chiaro | capricio | variations nordic nespresso | colombia | firenze
Lay’s,lays,lays,Lay’s,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,8,Potato chips sweet southern heat barbecue | Lays bbq chips | Kettle cooked original | Potato chips | Veggie Poppables Ranch Flavor
M&S,m and s,m and s,m&s,existing_company_brand_mapping_token_match,France,FRANCE,beverages,8,Jus de pomme et sureau | Asti | Chai Teabags | Multigrain Loaf | M&S smoothie mango pineapple & passion friit
"Lactalis, President",lactalis|president,lactalis,président,existing_company_brand_mapping_token_match,France,FRANCE,dairies,8,Beurre doux la laiterie BIO | Camembert 20 % Entier RHF | Lait écrémé | President Light 12 portions | Le Brie
Campbells,campbells,campbells,campbell's,existing_company_brand_mapping_token_match,France,FRANCE,snacks,8,Biscuits Shortbread | All Butter Shortbread Fingers | All Butter Shortbread | Ginger and sicilian lemon scottisch pure butter cookies | Scottish Collection Shortbread
"Les Mousquetaires, Pâturages, Sélection Intermarché",les mousquetaires|paturages|selection intermarche,les mousquetaires,paturages,existing_company_brand_mapping_token_match,France,FRANCE,dairies,8,"Creme caramel aux œufs frais 4x100g | Roquefort aop 150g | Yaourt aux fruits 0% | Roquefort | Allégé (15,5 % MG)"
"Nestlé, Nespresso",nestle|nespresso,nestle,Nespresso,top9_portfolio_token_match,France,FRANCE,beverages,8,Barista Chiaro | Nespresso Corto | NESPRESSO livanto | Café | Café
"Bel, Boursin",bel|boursin,bel,boursin,existing_company_brand_mapping_token_match,France,FRANCE,dairies,8,"Tomate, Oignon & Ciboulette (39,5 % MG) | Boursin® Trio de noix | Poivre Noir, x 10 portions (40 % MG) | Boursin® Trio de Noix Portion x10 | Cranberry & Poivre (38 % MG)"
"Carrefour, Simpl",carrefour|simpl,carrefour,Simpl,curated_carrefour_private_label_mapping,Belgium,BENELUX|FRANCE,dairies,8,SIMPL Lait entier | SIMPL Lait demi-écrémé | SIMPL Lait écrémé | Simpl Spécialité au Fromage Frais | Simpl Spécialité Laitière Aromatisée et Sucrée aux Fruits
Kit Kat,kit kat,kit kat,KitKat,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,8,Breaking Bones | Kit Kat Miniatures Milk Chocolate Wafer Christmas Candy | Mint & Dark Chocolate Kit Kat | Kit Kat miniatures | Kit Kat Birthday Cake
Nesquik,nesquik,nesquik,Nesquik,existing_company_brand_mapping_token_match,United States,US_CANADA,dairies,8,Low Fat Milk | Nesquik strawberry milk 14 oz | Nesquik chocolate milk 14 oz | Nesquik very vanilla milk 14 oz | Ready to drink low fat chocolate milk
Nespresso,nespresso,nespresso,Nespresso,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,beverages,8,Café | Nespresso Arondio | Ispirazione firenze arpeggio | Nespresso vienna lungo | Coffee
Pepsi,pepsi,pepsi,Pepsi,existing_company_brand_mapping_token_match,France,FRANCE|DACH,beverages,8,"Pepsi | Pepsi | Pepsi Max Cherry | Pepsi cola | 7up, Grapefruit"
"Auchan,Auchan Bio",auchan|auchan bio,auchan,auchan bio,existing_company_brand_mapping_token_match,France,FRANCE,beverages,8,Pur jus d'ananas | Sirop menthe bio | Pur jus d'orange | 100% Pur jus Multifruits BIO | Auchan bio pur jus pomme mangue passion pet
"Auchan,Auchan Bio",auchan|auchan bio,auchan,auchan bio,existing_company_brand_mapping_token_match,France,FRANCE,dairies,8,Lait Bio Demi-écrémé | BIOMozzarella di Bufala Campana AOP | Yaourt nature 0% bio | Mousse au chocolat noir biologique | Yaourt saveur coco lait entier origine France bio
"Lay's, Lays",lays,lays,Lay’s,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,8,Baked potato crisps | Barbecue flavored potato chips | Potato chips | Kettle cooked potato chips | Salt & Vinegar Chips
"Crème Dessert,MONT BLANC",creme dessert|mont blanc,creme dessert,mont blanc,existing_company_brand_mapping_token_match,France,FRANCE,dairies,8,"MONT BLANC Crème dessert Coupelles Caramel 4x125g | MONT BLANC Crème dessert Boîte Caramel 570g | MONT BLANC Pistache | MONT BLANC Crème dessert Coupelles Chocolat, Sav Vanille, Praliné 6x125g | MONT BLANC Crème dessert Coupelles Caramel, Chocolat, Pistache 6x125g"
Orgain Inc.,orgain inc,orgain inc,Orgain,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,8,"Organic nutrition shake chocolate kids | Orgain Kids Protein | Strawberries & Cream All-In-One Nutritional Shake | Orgain, organic hydration powder | Orgain, Organic Hydration Powder, Orange"
Nestlé,nestle,nestle,Crunch,product_name_recovery_nestle_france_snacks,France,FRANCE,snacks,8,Barre Glacée Crunch | Barre crunch glacée | Crunch Snack | Crunch Snack | Crunch snack
"Auchan, Auchan Gourmet, Mmm!, Terroir",auchan|auchan gourmet|mmm|terroir,auchan,auchan gourmet,existing_company_brand_mapping_token_match,France,FRANCE,dairies,8,Rocamadour | Selles-sur-Cher | Morbier | Cancoillotte NatureIndication Géographique Protégée | Crème de Bresse épaisse
"Carrefour,Carrefour Original",carrefour|carrefour original,carrefour,Carrefour Original,curated_carrefour_private_label_mapping,Belgium,BENELUX|FRANCE,snacks,8,Mini Gaufres avec Fantaisie au Cacao | Carrefour Original Galettes Nature 6 x 2 Pièces | Carrefour Original Gaufres de Liège avec Fantaisie au Cacao | Gaufres Goût Vanille avec Fantaisie Cacao | Carrefour Original Galettes Parisiennes Nature 22 Pièces
Cadbury,cadbury,cadbury,Cadbury,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,beverages,8,Drinking chocolate | Cadbury Hot Chocolate 7 Pack | Instant Hot chocolate | Hot Chocolate powder | High Lights Milk Choc Drink
Gatorade,gatorade,gatorade,Gatorade,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,8,"Whey protein recover chocolate peanut butter bars | Chocolate pretzel whey protein bar, chocolate pretzel | Caramel Candy Flavored Energy Gel With Caffeine, Caramel Candy | Caramel Candy Flavored Energy Gel With Caffeine, Caramel Candy | Protein Bar"
