matched_top9_company_group,matched_top9_brand,matched_brand_key,candidate_orphan_brand,candidate_orphan_brand_key,current_company_owner,proposed_company_owner_candidates,query_category,primary_country,observed_market_region_codes,match_rule,product_count,example_product_names,example_off_brands_raw,example_barcodes,example_image_urls,suggested_action,review_decision,review_note,final_company_owner,apply_to_mapping,apply_to_mapping_bool,review_decision_clean,target_company_owner,target_normalized_brand,target_primary_brand_db,target_brand_key,target_company_key,product_count_num,applied_by_script
Nestlé,Essentia,essentia,essential waitrose and partners,essential waitrose and partners,Other / not mapped to a company,Nestlé,beverages,United Kingdom,UK_IE,brand_prefix_concatenated_review,2,Coconut Milk | Reduced Fat Coconut Milk,Essential Waitrose & Partners,5000169119990 | 5000169120002,https://images.openfoodfacts.org/images/products/500/016/911/9990/front_en.3.400.jpg | https://images.openfoodfacts.org/images/products/500/016/912/0002/front_en.39.400.jpg,review_prefix_candidate,reject prefix match / map to Waitrose,"False prefix: Essential Waitrose is Waitrose private-label, not Nestlé Essentia.",Waitrose,True,False,reject prefix match / map to Waitrose,Waitrose,Essentia,essential waitrose and partners,essential waitrose and partners,waitrose,2,False
Nestlé,Fitness,fitness,Fitness,fitness,Other / not mapped to a company,Cereal Partners Worldwide,cereals,France,FRANCE|DACH,exact_brand_match,2,FLAKES CHOCOLATE | NESTLE FITNESS JOGHURT Cerealien,"Fitness | Nestlé, Fitness, Nestle fitness & yoghurt",20369743 | 7613031517817,https://images.openfoodfacts.org/images/products/000/002/036/9743/front_de.16.400.jpg | https://images.openfoodfacts.org/images/products/761/303/151/7817/front_en.59.400.jpg,review_prefix_candidate,map to Cereal Partners Worldwide,Fitness cereal/snack-cereal line in Europe; route to CPW for launch.,Cereal Partners Worldwide,True,True,map to Cereal Partners Worldwide,Cereal Partners Worldwide,Fitness,Fitness,fitness,cereal partners worldwide,2,True
Nestlé,Fitness,fitness,Fitness,fitness,Other / not mapped to a company,Cereal Partners Worldwide,cereals,France,FRANCE|SOUTHERN_EUROPE,exact_brand_match,2,Cereales de desayuno con avena integral y más,"Fitness | Nestlé, Fitness",7613032540692 | 7613035758834,https://images.openfoodfacts.org/images/products/761/303/254/0692/front_en.3.400.jpg | https://images.openfoodfacts.org/images/products/761/303/575/8834/front_en.36.400.jpg,review_prefix_candidate,map to Cereal Partners Worldwide,Fitness cereal/snack-cereal line in Europe; route to CPW for launch.,Cereal Partners Worldwide,True,True,map to Cereal Partners Worldwide,Cereal Partners Worldwide,Fitness,Fitness,fitness,cereal partners worldwide,2,True
Nestlé,Fitness,fitness,Fitness,fitness,Other / not mapped to a company,Nestlé,cereals,Belgium,BENELUX|FRANCE|DACH,exact_brand_match,2,NESTLE FITNESS Chocolat Noir Céréales 375g | Fitness Delice Céréales croustillantes avec un coeur aux fruits rouges,"Nestlé, Fitness, Fitness dark chocolate | Nestlé, Fitness",7613031443338 | 7613035449596,https://images.openfoodfacts.org/images/products/761/303/144/3338/front_fr.148.400.jpg | https://images.openfoodfacts.org/images/products/761/303/544/9596/front_fr.9.400.jpg,review_prefix_candidate,map to Cereal Partners Worldwide,Fitness cereal/snack-cereal line in Europe; route to CPW for launch.,Cereal Partners Worldwide,True,True,map to Cereal Partners Worldwide,Cereal Partners Worldwide,Fitness,Fitness,fitness,cereal partners worldwide,2,True
Nestlé,Fitness,fitness,Fitness,fitness,Other / not mapped to a company,Nestlé,cereals,Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE,exact_brand_match,2,Original Nature | Bio Avoine,"Nestlé,Fitness | Nestlé, Fitness",3387390325911 | 7613037353228,https://images.openfoodfacts.org/images/products/338/739/032/5911/front_en.101.400.jpg | https://images.openfoodfacts.org/images/products/761/303/735/3228/front_fr.32.400.jpg,review_prefix_candidate,map to Cereal Partners Worldwide,Fitness cereal/snack-cereal line in Europe; route to CPW for launch.,Cereal Partners Worldwide,True,True,map to Cereal Partners Worldwide,Cereal Partners Worldwide,Fitness,Fitness,fitness,cereal partners worldwide,2,True
Nestlé,Fitness,fitness,fitnessboutique,fitnessboutique,Other / not mapped to a company,Cereal Partners Worldwide,dairies,France,FRANCE,brand_prefix_concatenated_review,2,Whey harder | X whey native,Fitnessboutique,3662072011314 | 3662072016364,https://images.openfoodfacts.org/images/products/366/207/201/1314/front_fr.4.400.jpg | https://images.openfoodfacts.org/images/products/366/207/201/6364/front_fr.4.400.jpg,review_prefix_candidate,map to Cereal Partners Worldwide,Fitness cereal/snack-cereal line in Europe; route to CPW for launch.,Cereal Partners Worldwide,True,True,map to Cereal Partners Worldwide,Cereal Partners Worldwide,Fitness,fitnessboutique,fitnessboutique,cereal partners worldwide,2,True
Nestlé,Gourmet,gourmet,gourmet finest cuisine,gourmet finest cuisine,Other / not mapped to a company,Nestle,beverages,France,FRANCE,brand_prefix_with_separator,2,Thé et infusions,"Gourmet Finest Cuisine,Aldi | Gourmet Finest Cuisine, Aldi",2006050146055 | 2006050196326,https://images.openfoodfacts.org/images/products/200/605/014/6055/front_fr.3.400.jpg | https://images.openfoodfacts.org/images/products/200/605/019/6326/front_en.3.400.jpg,review_prefix_candidate,reject prefix match / keep Other,False/generic prefix: Gourmet* here is not Nestlé Gourmet.,Other / not mapped to a company,False,False,reject prefix match / keep Other,Other / not mapped to a company,Gourmet,gourmet finest cuisine,gourmet finest cuisine,other not mapped to a company,2,False
Nestlé,Gourmet,gourmet,gourmet finest cuisine,gourmet finest cuisine,Other / not mapped to a company,Nestle,dairies,France,FRANCE,brand_prefix_with_separator,2,Pecorino Romano | Dessert tiramisu et pépites de chocolat,"Gourmet Finest Cuisine,Aldi",4047247113236 | 4068262093532,https://images.openfoodfacts.org/images/products/404/724/711/3236/front_fr.4.400.jpg | https://images.openfoodfacts.org/images/products/406/826/209/3532/front_fr.3.400.jpg,review_prefix_candidate,reject prefix match / keep Other,False/generic prefix: Gourmet* here is not Nestlé Gourmet.,Other / not mapped to a company,False,False,reject prefix match / keep Other,Other / not mapped to a company,Gourmet,gourmet finest cuisine,gourmet finest cuisine,other not mapped to a company,2,False
Nestlé,Gourmet,gourmet,gourmet international,gourmet international,Other / not mapped to a company,Nestle,snacks,United States,US_CANADA,brand_prefix_with_separator,2,"Grasovka, Vodka Of Poland Filled In Chocolate, Bisongrass Vodka | Mozart Chocolade Praline - Nougat",Gourmet International,816095010745 | 816095014040,,review_prefix_candidate,reject prefix match / keep Other,False/generic prefix: Gourmet* here is not Nestlé Gourmet.,Other / not mapped to a company,False,False,reject prefix match / keep Other,Other / not mapped to a company,Gourmet,gourmet international,gourmet international,other not mapped to a company,2,False
Nestlé,Gourmet,gourmet,gourmet village,gourmet village,Other / not mapped to a company,Nestle,snacks,United States,US_CANADA,brand_prefix_with_separator,2,"Bah humbug | Gourmet village, naughty or nice flavored candy, cherry",Gourmet Village,772291022008 | 772291022046,,review_prefix_candidate,reject prefix match / keep Other,False/generic prefix: Gourmet* here is not Nestlé Gourmet.,Other / not mapped to a company,False,False,reject prefix match / keep Other,Other / not mapped to a company,Gourmet,gourmet village,gourmet village,other not mapped to a company,2,False
Nestlé,Häagen-Dazs,haagen dazs,Häagen-Dazs,haagen dazs,Other / not mapped to a company,Froneri,dairies,United States,US_CANADA,exact_brand_match,2,Cultured Creme | irish cream brownie ice cream,Haagen dazs | Häagen-Dazs,70470200156 | 74570208647,https://images.openfoodfacts.org/images/products/007/047/020/0156/front_en.4.400.jpg | https://images.openfoodfacts.org/images/products/007/457/020/8647/front_en.32.400.jpg,review_prefix_candidate,approve proposed,Exact brand match.,Froneri,True,True,approve proposed,Froneri,Häagen-Dazs,Häagen-Dazs,haagen dazs,froneri,2,True
Nestlé,Hépar,hepar,Hépar,hepar,Other / not mapped to a company,Nestlé,beverages,France,FRANCE|DACH,exact_brand_match,2,Hépar | HEPAR eau minérale naturelle 50cl,Hépar,7613035010529 | 7613035024021,https://images.openfoodfacts.org/images/products/761/303/501/0529/front_fr.23.400.jpg | https://images.openfoodfacts.org/images/products/761/303/502/4021/front_fr.48.400.jpg,review_prefix_candidate,approve proposed,Hépar variant/company string.,Nestlé,True,True,approve proposed,Nestlé,Hépar,Hépar,hepar,nestle,2,True
Nestlé,La Vie,la vie,laviel confiserie thermale,laviel confiserie thermale,Other / not mapped to a company,Nestlé,snacks,France,FRANCE,brand_prefix_concatenated_review,2,Violette d'Auvergne | Framboise Fourrée d'Auvergne,Laviel - Confiserie Thermale,3442370411432 | 3442370611320,https://images.openfoodfacts.org/images/products/344/237/041/1432/front_fr.4.400.jpg | https://images.openfoodfacts.org/images/products/344/237/061/1320/front_fr.5.400.jpg,review_prefix_candidate,reject prefix match / keep Other,False prefix: Laviel is not Nestlé La Vie.,Other / not mapped to a company,False,False,reject prefix match / keep Other,Other / not mapped to a company,La Vie,laviel confiserie thermale,laviel confiserie thermale,other not mapped to a company,2,False
PepsiCo,Lay's,lay s,Lay’s,lays,Other / not mapped to a company,PepsiCo,snacks,Bulgaria,FRANCE,brand_prefix_concatenated_review,2,Картофен чипс с вкус на кашкавал | Картофен чипс с вкус на паприка,Lay's,5941000025615 | 5941000025622,https://images.openfoodfacts.org/images/products/594/100/002/5615/front_bg.34.400.jpg | https://images.openfoodfacts.org/images/products/594/100/002/5622/front_en.116.400.jpg,review_prefix_candidate,approve proposed,Lay's spelling/combined-brand variant.,PepsiCo,True,True,approve proposed,PepsiCo,Lay’s,Lay’s,lays,pepsico,2,True
PepsiCo,Lay's,lay s,Lay’s,lays,Other / not mapped to a company,PepsiCo,snacks,Canada,US_CANADA|FRANCE,brand_prefix_concatenated_review,2,"Lay's Recette paysanne nature 6 x 27,5 g | Lay's Recette paysanne nature","Lay's, Lays",3168930008002 | 3168930009993,https://images.openfoodfacts.org/images/products/316/893/000/8002/front_fr.24.400.jpg | https://images.openfoodfacts.org/images/products/316/893/000/9993/front_fr.33.400.jpg,review_prefix_candidate,approve proposed,Lay's spelling/combined-brand variant.,PepsiCo,True,True,approve proposed,PepsiCo,Lay’s,Lay’s,lays,pepsico,2,True
PepsiCo,Lay's,lay s,Lay’s,lays,Other / not mapped to a company,PepsiCo,snacks,India,US_CANADA,brand_prefix_concatenated_review,2,India’s Magic Masala 30 | Lays,Lay's,8901491001069 | 8901491503044,https://images.openfoodfacts.org/images/products/890/149/100/1069/front_en.3.400.jpg | https://images.openfoodfacts.org/images/products/890/149/150/3044/front_en.3.400.jpg,review_prefix_candidate,approve proposed,Lay's spelling/combined-brand variant.,PepsiCo,True,True,approve proposed,PepsiCo,Lay’s,Lay’s,lays,pepsico,2,True
Nestlé,Maggi,maggi,maggie lyon,maggie lyon,Other / not mapped to a company,Nestle,snacks,United States,US_CANADA,brand_prefix_concatenated_review,2,Vegan Gummi Peach Tea | Candy Corn,Maggie Lyon,128510552416400499 | 85986209000499,https://images.openfoodfacts.org/images/products/128/510/552/416400499/front_en.3.400.jpg | https://images.openfoodfacts.org/images/products/859/862/090/00499/front_en.3.400.jpg,review_prefix_candidate,approve proposed,Prefix match appears to be a true brand variant; accepted for launch.,Nestlé,True,True,approve proposed,Nestlé,Maggi,maggie lyon,maggie lyon,nestle,2,True
Nestlé,Nescafé,nescafe,nescafe azera,nescafe azera,Other / not mapped to a company,Nestle,beverages,Ireland,UK_IE,brand_prefix_with_separator,2,Decaff Americano | Americano Intense Instant Coffee with Finely Ground Beans,Nescafé Azera,8445290044853 | 8445290044877,https://images.openfoodfacts.org/images/products/844/529/004/4853/front_en.3.400.jpg | https://images.openfoodfacts.org/images/products/844/529/004/4877/front_en.30.400.jpg,review_prefix_candidate,approve proposed,Nescafé variant/company string.,Nestlé,True,True,approve proposed,Nestlé,Nescafé,nescafe azera,nescafe azera,nestle,2,True
PepsiCo,Pepsi,pepsi,pepsi co,pepsi co,Other / not mapped to a company,PepsiCo,beverages,United States,US_CANADA,brand_prefix_with_separator,2,Mountain Dew Voodew 5 - (2023) | Mtn Dew: Blackberry Citrus - (20 oz),"Pepsi Co | Pepsi co, Mtn Dew",12000230004 | 12000230400,https://images.openfoodfacts.org/images/products/001/200/023/0004/front_en.3.400.jpg | https://images.openfoodfacts.org/images/products/001/200/023/0400/front_en.3.400.jpg,review_prefix_candidate,approve proposed,Pepsi variant/company string.,PepsiCo,True,True,approve proposed,PepsiCo,Pepsi,pepsi co,pepsi co,pepsico,2,True
PepsiCo,Pepsi,pepsi,pepsi cola,pepsi cola,Other / not mapped to a company,PepsiCo,beverages,France,FRANCE,brand_prefix_with_separator,2,Pepsi-Cola Soda Shop | PEPSI ZERO SLEEK CAN 330MLX6,Pepsi-Cola | Pepsi Cola,12000030673 | 3168930175957,https://images.openfoodfacts.org/images/products/001/200/003/0673/front_en.19.400.jpg | https://images.openfoodfacts.org/images/products/316/893/017/5957/front_fr.18.400.jpg,review_prefix_candidate,approve proposed,Pepsi variant/company string.,PepsiCo,True,True,approve proposed,PepsiCo,Pepsi,pepsi cola,pepsi cola,pepsico,2,True
PepsiCo,Pepsi,pepsi,pepsico inc,pepsico inc,Other / not mapped to a company,PepsiCo,beverages,France,FRANCE,brand_prefix_concatenated_review,2,Mirinda Gout Fraise | Mirínda,PepsiCo Inc.,3168930176862 | 6111252420400,https://images.openfoodfacts.org/images/products/316/893/017/6862/front_en.3.400.jpg | https://images.openfoodfacts.org/images/products/611/125/242/0400/front_fr.16.400.jpg,review_prefix_candidate,approve proposed,Pepsi variant/company string.,PepsiCo,True,True,approve proposed,PepsiCo,Pepsi,pepsico inc,pepsico inc,pepsico,2,True
Nestlé,Perrier,perrier,perrier jouet,perrier jouet,Other / not mapped to a company,Nestle,beverages,United Kingdom,UK_IE,brand_prefix_with_separator,2,Grand Brut,Perrier-Jouët,3113880105110 | 3113880115119,https://images.openfoodfacts.org/images/products/311/388/010/5110/front_fr.4.400.jpg | https://images.openfoodfacts.org/images/products/311/388/011/5119/front_fr.8.400.jpg,review_prefix_candidate,reject prefix match / keep Other,False prefix: Perrier-Jouët is not Perrier water.,Other / not mapped to a company,False,False,reject prefix match / keep Other,Other / not mapped to a company,Perrier,perrier jouet,perrier jouet,other not mapped to a company,2,False
Hershey,Reese's,reese s,Reese's,reeses,Other / not mapped to a company,The Hershey Company,cereals,France,FRANCE|SOUTHERN_EUROPE|US_CANADA,brand_prefix_concatenated_review,2,Reese's Puffs | Reese's Puffs Cereal,Reese's,16000122222 | 16000127258,https://images.openfoodfacts.org/images/products/001/600/012/2222/front_en.68.400.jpg,review_prefix_candidate,approve proposed,Reese's spelling/combined-brand variant.,The Hershey Company,True,True,approve proposed,The Hershey Company,Reese's,Reese's,reeses,the hershey company,2,True
Hershey,Reese's,reese s,Reese's,reeses,Other / not mapped to a company,The Hershey Company,snacks,France,FRANCE|DACH|US_CANADA,brand_prefix_concatenated_review,2,Peanut butter candy | 2 Peanut Butter Cups,"GRAZA, Reese s | Reese's",3424801 | 3444009,https://images.openfoodfacts.org/images/products/000/000/342/4801/front_en.60.400.jpg | https://images.openfoodfacts.org/images/products/000/000/344/4009/front_en.142.400.jpg,review_prefix_candidate,approve proposed,Reese's spelling/combined-brand variant.,The Hershey Company,True,True,approve proposed,The Hershey Company,Reese's,Reese's,reeses,the hershey company,2,True
Hershey,Reese's,reese s,reeses pieces,reeses pieces,Other / not mapped to a company,The Hershey Company,snacks,United States,US_CANADA,brand_prefix_concatenated_review,2,Peanut Butter Candy In A Crunchy Shell,Reese's pieces,34000114580 | 34000116508,,review_prefix_candidate,approve proposed,Reese's spelling/combined-brand variant.,The Hershey Company,True,True,approve proposed,The Hershey Company,Reese's,reeses pieces,reeses pieces,the hershey company,2,True
